Pair,bin,cl,variable,est,Kraken,k,D,error,alpha
Medium,15-25,10,ucseq_Dros_sech_plant,0.022071454,TRUE,35,0.021215276,0.040356675,0
Medium,15-25,5,ucseq_Dros_sech_plant,0.021501023,TRUE,35,0.021215276,0.013468927,0
Medium,15-25,2,ucseq_Dros_sech_plant,0.021309174,TRUE,35,0.021215276,0.004425962,0
Medium,15-25,1,ucseq_Dros_sech_plant,0.021295194,TRUE,35,0.021215276,0.003767003,0
Medium,15-25,0,ucseq_Dros_sech_plant,0.021274834,TRUE,35,0.021215276,0.002807317,0
Medium,00-05,60,ucseq_Dros_sech_plant.1,0.022772124,TRUE,32,0.021215276,0.073383349,0
Medium,00-05,50,ucseq_Dros_sech_plant.1,0.022010814,TRUE,32,0.021215276,0.037498357,0
Medium,00-05,40,ucseq_Dros_sech_plant.1,0.021521292,TRUE,32,0.021215276,0.014424323,0
Medium,00-05,30,ucseq_Dros_sech_plant.1,0.02131279,TRUE,32,0.021215276,0.004596405,0
Medium,00-05,25,ucseq_Dros_sech_plant.1,0.021253296,TRUE,32,0.021215276,0.001792105,0
Medium,00-05,20,ucseq_Dros_sech_plant.1,0.021279955,TRUE,32,0.021215276,0.003048699,0
Medium,00-05,15,ucseq_Dros_sech_plant.1,0.021223606,TRUE,32,0.021215276,0.000392642,0
Medium,00-05,10,ucseq_Dros_sech_plant.1,0.021236575,TRUE,32,0.021215276,0.001003946,0
Medium,00-05,5,ucseq_Dros_sech_plant.1,0.021249309,TRUE,32,0.021215276,0.001604174,0
Medium,00-05,2,ucseq_Dros_sech_plant.1,0.021253543,TRUE,32,0.021215276,0.001803747,0
Medium,00-05,1,ucseq_Dros_sech_plant.1,0.021276397,TRUE,32,0.021215276,0.00288099,0
Medium,00-05,0,ucseq_Dros_sech_plant.1,0.021274266,TRUE,32,0.021215276,0.002780544,0
Medium,00-00,25,ucseq_Dros_sech_plant.1,0.021043134,TRUE,32,0.021215276,-0.008114059,0
Medium,00-00,20,ucseq_Dros_sech_plant.1,0.021144236,TRUE,32,0.021215276,-0.003348531,0
Medium,00-00,15,ucseq_Dros_sech_plant.1,0.021149509,TRUE,32,0.021215276,-0.003099983,0
Medium,00-00,10,ucseq_Dros_sech_plant.1,0.021196004,TRUE,32,0.021215276,-0.000908402,0
Medium,00-00,5,ucseq_Dros_sech_plant.1,0.021239296,TRUE,32,0.021215276,0.001132203,0
Medium,00-00,2,ucseq_Dros_sech_plant.1,0.02125035,TRUE,32,0.021215276,0.001653243,0
Medium,00-00,1,ucseq_Dros_sech_plant.1,0.021275239,TRUE,32,0.021215276,0.002826407,0
Medium,00-00,0,ucseq_Dros_sech_plant.1,0.021274266,TRUE,32,0.021215276,0.002780544,0
Medium,05-15,25,ucseq_Dros_sech_plant.1,0.022779873,TRUE,32,0.021215276,0.073748605,0
Medium,05-15,20,ucseq_Dros_sech_plant.1,0.0222963,TRUE,32,0.021215276,0.050954982,0
Medium,05-15,15,ucseq_Dros_sech_plant.1,0.021837898,TRUE,32,0.021215276,0.029347815,0
Medium,05-15,10,ucseq_Dros_sech_plant.1,0.021523615,TRUE,32,0.021215276,0.01453382,0
Medium,05-15,5,ucseq_Dros_sech_plant.1,0.021338121,TRUE,32,0.021215276,0.005790403,0
Medium,05-15,2,ucseq_Dros_sech_plant.1,0.021271226,TRUE,32,0.021215276,0.002637251,0
Medium,05-15,1,ucseq_Dros_sech_plant.1,0.021282863,TRUE,32,0.021215276,0.00318577,0
Medium,05-15,0,ucseq_Dros_sech_plant.1,0.021274266,TRUE,32,0.021215276,0.002780544,0
Medium,15-25,25,ucseq_Dros_sech_plant.1,0.025122543,TRUE,32,0.021215276,0.184172339,0
Medium,15-25,20,ucseq_Dros_sech_plant.1,0.023971576,TRUE,32,0.021215276,0.129920535,0
Medium,15-25,15,ucseq_Dros_sech_plant.1,0.022863666,TRUE,32,0.021215276,0.077698259,0
Medium,15-25,10,ucseq_Dros_sech_plant.1,0.022028718,TRUE,32,0.021215276,0.038342278,0
Medium,15-25,5,ucseq_Dros_sech_plant.1,0.021489512,TRUE,32,0.021215276,0.012926346,0
Medium,15-25,2,ucseq_Dros_sech_plant.1,0.021308337,TRUE,32,0.021215276,0.004386509,0
Medium,15-25,1,ucseq_Dros_sech_plant.1,0.021297821,TRUE,32,0.021215276,0.003890828,0
Medium,15-25,0,ucseq_Dros_sech_plant.1,0.021274266,TRUE,32,0.021215276,0.002780544,0
Medium,00-05,60,ucseq_Dros_sech_plant.2,0.023950125,TRUE,29,0.021215276,0.128909424,0
Medium,00-05,50,ucseq_Dros_sech_plant.2,0.023105548,TRUE,29,0.021215276,0.089099571,0
Medium,00-05,40,ucseq_Dros_sech_plant.2,0.022622614,TRUE,29,0.021215276,0.066336068,0
Medium,00-05,30,ucseq_Dros_sech_plant.2,0.022461026,TRUE,29,0.021215276,0.058719481,0
Medium,00-05,25,ucseq_Dros_sech_plant.2,0.022400856,TRUE,29,0.021215276,0.055883317,0
Medium,00-05,20,ucseq_Dros_sech_plant.2,0.022426545,TRUE,29,0.021215276,0.05709419,0
Medium,00-05,15,ucseq_Dros_sech_plant.2,0.022421256,TRUE,29,0.021215276,0.056844889,0
Medium,00-05,10,ucseq_Dros_sech_plant.2,0.022421137,TRUE,29,0.021215276,0.056839279,0
Medium,00-05,5,ucseq_Dros_sech_plant.2,0.022419268,TRUE,29,0.021215276,0.056751182,0
Medium,00-05,2,ucseq_Dros_sech_plant.2,0.022434683,TRUE,29,0.021215276,0.057477782,0
Medium,00-05,1,ucseq_Dros_sech_plant.2,0.022476565,TRUE,29,0.021215276,0.059451925,0
Medium,00-05,0,ucseq_Dros_sech_plant.2,0.022452153,TRUE,29,0.021215276,0.058301245,0
Medium,00-00,25,ucseq_Dros_sech_plant.2,0.022194223,TRUE,29,0.021215276,0.046143496,0
Medium,00-00,20,ucseq_Dros_sech_plant.2,0.022294588,TRUE,29,0.021215276,0.050874285,0
Medium,00-00,15,ucseq_Dros_sech_plant.2,0.022344144,TRUE,29,0.021215276,0.053210149,0
Medium,00-00,10,ucseq_Dros_sech_plant.2,0.02238041,TRUE,29,0.021215276,0.054919578,0
Medium,00-00,5,ucseq_Dros_sech_plant.2,0.022408056,TRUE,29,0.021215276,0.056222695,0
Medium,00-00,2,ucseq_Dros_sech_plant.2,0.022431627,TRUE,29,0.021215276,0.057333734,0
Medium,00-00,1,ucseq_Dros_sech_plant.2,0.022475833,TRUE,29,0.021215276,0.059417422,0
Medium,00-00,0,ucseq_Dros_sech_plant.2,0.022452153,TRUE,29,0.021215276,0.058301245,0
Medium,05-15,25,ucseq_Dros_sech_plant.2,0.023634471,TRUE,29,0.021215276,0.114030805,0
Medium,05-15,20,ucseq_Dros_sech_plant.2,0.023235016,TRUE,29,0.021215276,0.095202155,0
Medium,05-15,15,ucseq_Dros_sech_plant.2,0.022919972,TRUE,29,0.021215276,0.08035229,0
Medium,05-15,10,ucseq_Dros_sech_plant.2,0.022654422,TRUE,29,0.021215276,0.067835365,0
Medium,05-15,5,ucseq_Dros_sech_plant.2,0.022490939,TRUE,29,0.021215276,0.060129456,0
Medium,05-15,2,ucseq_Dros_sech_plant.2,0.022448483,TRUE,29,0.021215276,0.058128256,0
Medium,05-15,1,ucseq_Dros_sech_plant.2,0.022481116,TRUE,29,0.021215276,0.05966644,0
Medium,05-15,0,ucseq_Dros_sech_plant.2,0.022452153,TRUE,29,0.021215276,0.058301245,0
Medium,15-25,25,ucseq_Dros_sech_plant.2,0.026202867,TRUE,29,0.021215276,0.235094325,0
Medium,15-25,20,ucseq_Dros_sech_plant.2,0.025028282,TRUE,29,0.021215276,0.179729267,0
Medium,15-25,15,ucseq_Dros_sech_plant.2,0.024026943,TRUE,29,0.021215276,0.132530305,0
Medium,15-25,10,ucseq_Dros_sech_plant.2,0.023187804,TRUE,29,0.021215276,0.092976778,0
Medium,15-25,5,ucseq_Dros_sech_plant.2,0.022646701,TRUE,29,0.021215276,0.06747143,0
Medium,15-25,2,ucseq_Dros_sech_plant.2,0.022484331,TRUE,29,0.021215276,0.059817982,0
Medium,15-25,1,ucseq_Dros_sech_plant.2,0.022492071,TRUE,29,0.021215276,0.060182814,0
Medium,15-25,0,ucseq_Dros_sech_plant.2,0.022452153,TRUE,29,0.021215276,0.058301245,0
Medium,00-05,60,ucseq_Dros_sech_plant.3,0.024198894,TRUE,28,0.021215276,0.140635361,0
Medium,00-05,50,ucseq_Dros_sech_plant.3,0.023346269,TRUE,28,0.021215276,0.10044616,0
Medium,00-05,40,ucseq_Dros_sech_plant.3,0.022797269,TRUE,28,0.021215276,0.07456858,0
Medium,00-05,30,ucseq_Dros_sech_plant.3,0.022675194,TRUE,28,0.021215276,0.068814471,0
Medium,00-05,25,ucseq_Dros_sech_plant.3,0.022572237,TRUE,28,0.021215276,0.063961506,0
Medium,00-05,20,ucseq_Dros_sech_plant.3,0.02261283,TRUE,28,0.021215276,0.065874891,0
Medium,00-05,15,ucseq_Dros_sech_plant.3,0.022513747,TRUE,28,0.021215276,0.06120453,0
Medium,00-05,10,ucseq_Dros_sech_plant.3,0.0225724,TRUE,28,0.021215276,0.063969189,0
Medium,00-05,5,ucseq_Dros_sech_plant.3,0.022583712,TRUE,28,0.021215276,0.06450239,0
Medium,00-05,2,ucseq_Dros_sech_plant.3,0.02262405,TRUE,28,0.021215276,0.066403755,0
Medium,00-05,1,ucseq_Dros_sech_plant.3,0.022641124,TRUE,28,0.021215276,0.067208553,0
Medium,00-05,0,ucseq_Dros_sech_plant.3,0.022628222,TRUE,28,0.021215276,0.066600406,0
Medium,00-00,25,ucseq_Dros_sech_plant.3,0.022364615,TRUE,28,0.021215276,0.054175067,0
Medium,00-00,20,ucseq_Dros_sech_plant.3,0.022477927,TRUE,28,0.021215276,0.059516124,0
Medium,00-00,15,ucseq_Dros_sech_plant.3,0.022442633,TRUE,28,0.021215276,0.057852512,0
Medium,00-00,10,ucseq_Dros_sech_plant.3,0.02253,TRUE,28,0.021215276,0.061970629,0
Medium,00-00,5,ucseq_Dros_sech_plant.3,0.022573289,TRUE,28,0.021215276,0.064011093,0
Medium,00-00,2,ucseq_Dros_sech_plant.3,0.022622041,TRUE,28,0.021215276,0.06630906,0
Medium,00-00,1,ucseq_Dros_sech_plant.3,0.022639534,TRUE,28,0.021215276,0.067133607,0
Medium,00-00,0,ucseq_Dros_sech_plant.3,0.022628222,TRUE,28,0.021215276,0.066600406,0
Medium,05-15,25,ucseq_Dros_sech_plant.3,0.023796311,TRUE,28,0.021215276,0.12165927,0
Medium,05-15,20,ucseq_Dros_sech_plant.3,0.023429621,TRUE,28,0.021215276,0.104375027,0
Medium,05-15,15,ucseq_Dros_sech_plant.3,0.023013338,TRUE,28,0.021215276,0.084753175,0
Medium,05-15,10,ucseq_Dros_sech_plant.3,0.022797122,TRUE,28,0.021215276,0.074561651,0
Medium,05-15,5,ucseq_Dros_sech_plant.3,0.022650533,TRUE,28,0.021215276,0.067652054,0
Medium,05-15,2,ucseq_Dros_sech_plant.3,0.022638889,TRUE,28,0.021215276,0.067103204,0
Medium,05-15,1,ucseq_Dros_sech_plant.3,0.022646254,TRUE,28,0.021215276,0.06745036,0
Medium,05-15,0,ucseq_Dros_sech_plant.3,0.022628222,TRUE,28,0.021215276,0.066600406,0
Medium,15-25,25,ucseq_Dros_sech_plant.3,0.026381902,TRUE,28,0.021215276,0.243533292,0
Medium,15-25,20,ucseq_Dros_sech_plant.3,0.025211384,TRUE,28,0.021215276,0.188359935,0
Medium,15-25,15,ucseq_Dros_sech_plant.3,0.024111734,TRUE,28,0.021215276,0.136527001,0
Medium,15-25,10,ucseq_Dros_sech_plant.3,0.023340846,TRUE,28,0.021215276,0.100190542,0
Medium,15-25,5,ucseq_Dros_sech_plant.3,0.022809415,TRUE,28,0.021215276,0.075141092,0
Medium,15-25,2,ucseq_Dros_sech_plant.3,0.022677989,TRUE,28,0.021215276,0.068946216,0
Medium,15-25,1,ucseq_Dros_sech_plant.3,0.022663454,TRUE,28,0.021215276,0.068261096,0
Medium,15-25,0,ucseq_Dros_sech_plant.3,0.022628222,TRUE,28,0.021215276,0.066600406,0
Small,00-05,60,Drosophila_sim_WXD1_downSmpld_bk,0.021406951,FALSE,None,0.001933919,10.06920766,0
Small,00-05,50,Drosophila_sim_WXD1_downSmpld_bk,0.015437019,FALSE,None,0.001933919,6.98224693,0
Small,00-05,40,Drosophila_sim_WXD1_downSmpld_bk,0.010954114,FALSE,None,0.001933919,4.664205171,0
Small,00-05,30,Drosophila_sim_WXD1_downSmpld_bk,0.007431677,FALSE,None,0.001933919,2.842806757,0
Small,00-05,25,Drosophila_sim_WXD1_downSmpld_bk,0.005931698,FALSE,None,0.001933919,2.067190508,0
Small,00-05,20,Drosophila_sim_WXD1_downSmpld_bk,0.004581235,FALSE,None,0.001933919,1.368886701,0
Small,00-05,15,Drosophila_sim_WXD1_downSmpld_bk,0.003468368,FALSE,None,0.001933919,0.79344016,0
Small,00-05,10,Drosophila_sim_WXD1_downSmpld_bk,0.002633814,FALSE,None,0.001933919,0.361905023,0
Small,00-05,5,Drosophila_sim_WXD1_downSmpld_bk,0.002119784,FALSE,None,0.001933919,0.096107955,0
Small,00-05,2,Drosophila_sim_WXD1_downSmpld_bk,0.001973144,FALSE,None,0.001933919,0.020282649,0
Small,00-05,1,Drosophila_sim_WXD1_downSmpld_bk,0.001948023,FALSE,None,0.001933919,0.007292963,0
Small,00-05,0,Drosophila_sim_WXD1_downSmpld_bk,0.001933919,FALSE,None,0.001933919,0,0
Small,00-00,25,Drosophila_sim_WXD1_downSmpld_bk,0.006984005,FALSE,None,0.001933919,2.611322398,0
Small,00-00,20,Drosophila_sim_WXD1_downSmpld_bk,0.005445228,FALSE,None,0.001933919,1.815644295,0
Small,00-00,15,Drosophila_sim_WXD1_downSmpld_bk,0.004061098,FALSE,None,0.001933919,1.099931797,0
Small,00-00,10,Drosophila_sim_WXD1_downSmpld_bk,0.002911352,FALSE,None,0.001933919,0.505415687,0
Small,00-00,5,Drosophila_sim_WXD1_downSmpld_bk,0.00219623,FALSE,None,0.001933919,0.135637015,0
Small,00-00,2,Drosophila_sim_WXD1_downSmpld_bk,0.001985133,FALSE,None,0.001933919,0.026481978,0
Small,00-00,1,Drosophila_sim_WXD1_downSmpld_bk,0.001953076,FALSE,None,0.001933919,0.009905792,0
Small,00-00,0,Drosophila_sim_WXD1_downSmpld_bk,0.001933919,FALSE,None,0.001933919,0,0
Small,05-15,25,Drosophila_sim_WXD1_downSmpld_bk,0.006960914,FALSE,None,0.001933919,2.599382394,0
Small,05-15,20,Drosophila_sim_WXD1_downSmpld_bk,0.005412172,FALSE,None,0.001933919,1.798551542,0
Small,05-15,15,Drosophila_sim_WXD1_downSmpld_bk,0.004038624,FALSE,None,0.001933919,1.088310834,0
Small,05-15,10,Drosophila_sim_WXD1_downSmpld_bk,0.002904186,FALSE,None,0.001933919,0.501710258,0
Small,05-15,5,Drosophila_sim_WXD1_downSmpld_bk,0.002199336,FALSE,None,0.001933919,0.13724308,0
Small,05-15,2,Drosophila_sim_WXD1_downSmpld_bk,0.001986026,FALSE,None,0.001933919,0.026943734,0
Small,05-15,1,Drosophila_sim_WXD1_downSmpld_bk,0.001951613,FALSE,None,0.001933919,0.009149297,0
Small,05-15,0,Drosophila_sim_WXD1_downSmpld_bk,0.001933919,FALSE,None,0.001933919,0,0
Small,15-25,25,Drosophila_sim_WXD1_downSmpld_bk,0.007055547,FALSE,None,0.001933919,2.648315674,0
Small,15-25,20,Drosophila_sim_WXD1_downSmpld_bk,0.005517467,FALSE,None,0.001933919,1.85299798,0
Small,15-25,15,Drosophila_sim_WXD1_downSmpld_bk,0.004107228,FALSE,None,0.001933919,1.123784916,0
Small,15-25,10,Drosophila_sim_WXD1_downSmpld_bk,0.002957815,FALSE,None,0.001933919,0.529440995,0
Small,15-25,5,Drosophila_sim_WXD1_downSmpld_bk,0.002212017,FALSE,None,0.001933919,0.143800232,0
Small,15-25,2,Drosophila_sim_WXD1_downSmpld_bk,0.001990353,FALSE,None,0.001933919,0.02918116,0
Small,15-25,1,Drosophila_sim_WXD1_downSmpld_bk,0.001953692,FALSE,None,0.001933919,0.010224317,0
Small,15-25,0,Drosophila_sim_WXD1_downSmpld_bk,0.001933919,FALSE,None,0.001933919,0,0
Small,00-05,60,ucseq_Drosophila_sim_WXD1_downSmpld,0.003957146,TRUE,35,0.001933919,1.046179804,0
Small,00-05,50,ucseq_Drosophila_sim_WXD1_downSmpld,0.002927775,TRUE,35,0.001933919,0.51390777,0
Small,00-05,40,ucseq_Drosophila_sim_WXD1_downSmpld,0.002387722,TRUE,35,0.001933919,0.234654605,0
Small,00-05,30,ucseq_Drosophila_sim_WXD1_downSmpld,0.002101439,TRUE,35,0.001933919,0.086622035,0
Small,00-05,25,ucseq_Drosophila_sim_WXD1_downSmpld,0.002051959,TRUE,35,0.001933919,0.061036683,0
Small,00-05,20,ucseq_Drosophila_sim_WXD1_downSmpld,0.001992922,TRUE,35,0.001933919,0.030509551,0
Small,00-05,15,ucseq_Drosophila_sim_WXD1_downSmpld,0.001931549,TRUE,35,0.001933919,-0.001225491,0
Small,00-05,10,ucseq_Drosophila_sim_WXD1_downSmpld,0.001911533,TRUE,35,0.001933919,-0.011575459,0
Small,00-05,5,ucseq_Drosophila_sim_WXD1_downSmpld,0.001909871,TRUE,35,0.001933919,-0.012434854,0
Small,00-05,2,ucseq_Drosophila_sim_WXD1_downSmpld,0.00191973,TRUE,35,0.001933919,-0.007336915,0
Small,00-05,1,ucseq_Drosophila_sim_WXD1_downSmpld,0.001931432,TRUE,35,0.001933919,-0.00128599,0
Small,00-05,0,ucseq_Drosophila_sim_WXD1_downSmpld,0.00193371,TRUE,35,0.001933919,-0.000108071,0
Small,00-00,25,ucseq_Drosophila_sim_WXD1_downSmpld,0.001831558,TRUE,35,0.001933919,-0.052929311,0
Small,00-00,20,ucseq_Drosophila_sim_WXD1_downSmpld,0.001856908,TRUE,35,0.001933919,-0.039821213,0
Small,00-00,15,ucseq_Drosophila_sim_WXD1_downSmpld,0.001850581,TRUE,35,0.001933919,-0.043092808,0
Small,00-00,10,ucseq_Drosophila_sim_WXD1_downSmpld,0.001871866,TRUE,35,0.001933919,-0.032086659,0
Small,00-00,5,ucseq_Drosophila_sim_WXD1_downSmpld,0.001899871,TRUE,35,0.001933919,-0.017605701,0
Small,00-00,2,ucseq_Drosophila_sim_WXD1_downSmpld,0.001916612,TRUE,35,0.001933919,-0.008949186,0
Small,00-00,1,ucseq_Drosophila_sim_WXD1_downSmpld,0.001929673,TRUE,35,0.001933919,-0.002195542,0
Small,00-00,0,ucseq_Drosophila_sim_WXD1_downSmpld,0.00193371,TRUE,35,0.001933919,-0.000108071,0
Small,05-15,25,ucseq_Drosophila_sim_WXD1_downSmpld,0.003859288,TRUE,35,0.001933919,0.995578925,0
Small,05-15,20,ucseq_Drosophila_sim_WXD1_downSmpld,0.003193085,TRUE,35,0.001933919,0.651095522,0
Small,05-15,15,ucseq_Drosophila_sim_WXD1_downSmpld,0.002651658,TRUE,35,0.001933919,0.371131883,0
Small,05-15,10,ucseq_Drosophila_sim_WXD1_downSmpld,0.002243592,TRUE,35,0.001933919,0.160127182,0
Small,05-15,5,ucseq_Drosophila_sim_WXD1_downSmpld,0.002010314,TRUE,35,0.001933919,0.039502689,0
Small,05-15,2,ucseq_Drosophila_sim_WXD1_downSmpld,0.001940782,TRUE,35,0.001933919,0.003548753,0
Small,05-15,1,ucseq_Drosophila_sim_WXD1_downSmpld,0.001938638,TRUE,35,0.001933919,0.002440123,0
Small,05-15,0,ucseq_Drosophila_sim_WXD1_downSmpld,0.00193371,TRUE,35,0.001933919,-0.000108071,0
Small,15-25,25,ucseq_Drosophila_sim_WXD1_downSmpld,0.006113992,TRUE,35,0.001933919,2.161451953,0
Small,15-25,20,ucseq_Drosophila_sim_WXD1_downSmpld,0.004819923,TRUE,35,0.001933919,1.492308623,0
Small,15-25,15,ucseq_Drosophila_sim_WXD1_downSmpld,0.003651041,TRUE,35,0.001933919,0.88789758,0
Small,15-25,10,ucseq_Drosophila_sim_WXD1_downSmpld,0.002730298,TRUE,35,0.001933919,0.411795427,0
Small,15-25,5,ucseq_Drosophila_sim_WXD1_downSmpld,0.002151972,TRUE,35,0.001933919,0.112751878,0
Small,15-25,2,ucseq_Drosophila_sim_WXD1_downSmpld,0.00197268,TRUE,35,0.001933919,0.020042722,0
Small,15-25,1,ucseq_Drosophila_sim_WXD1_downSmpld,0.001949603,TRUE,35,0.001933919,0.008109957,0
Small,15-25,0,ucseq_Drosophila_sim_WXD1_downSmpld,0.00193371,TRUE,35,0.001933919,-0.000108071,0
Small,00-05,60,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.003849427,TRUE,32,0.001933919,0.990479953,0
Small,00-05,50,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.002856264,TRUE,32,0.001933919,0.476930523,0
Small,00-05,40,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.002342083,TRUE,32,0.001933919,0.211055375,0
Small,00-05,30,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.002083923,TRUE,32,0.001933919,0.077564779,0
Small,00-05,25,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.002021005,TRUE,32,0.001933919,0.045030842,0
Small,00-05,20,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001992112,TRUE,32,0.001933919,0.030090712,0
Small,00-05,15,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001916503,TRUE,32,0.001933919,-0.009005548,0
Small,00-05,10,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001908056,TRUE,32,0.001933919,-0.013373363,0
Small,00-05,5,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001907398,TRUE,32,0.001933919,-0.013713604,0
Small,00-05,2,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001915305,TRUE,32,0.001933919,-0.009625015,0
Small,00-05,1,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001932877,TRUE,32,0.001933919,-0.000538802,0
Small,00-05,0,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001933052,TRUE,32,0.001933919,-0.000448312,0
Small,00-00,25,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001814815,TRUE,32,0.001933919,-0.061586861,0
Small,00-00,20,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.00186336,TRUE,32,0.001933919,-0.036484982,0
Small,00-00,15,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001842228,TRUE,32,0.001933919,-0.047412017,0
Small,00-00,10,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001870277,TRUE,32,0.001933919,-0.032908307,0
Small,00-00,5,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001896992,TRUE,32,0.001933919,-0.019094388,0
Small,00-00,2,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001912179,TRUE,32,0.001933919,-0.011241422,0
Small,00-00,1,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001931472,TRUE,32,0.001933919,-0.001265306,0
Small,00-00,0,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001933052,TRUE,32,0.001933919,-0.000448312,0
Small,05-15,25,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.003546226,TRUE,32,0.001933919,0.833699343,0
Small,05-15,20,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.003003195,TRUE,32,0.001933919,0.552906301,0
Small,05-15,15,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.00252046,TRUE,32,0.001933919,0.303291399,0
Small,05-15,10,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.002185364,TRUE,32,0.001933919,0.130018372,0
Small,05-15,5,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001992622,TRUE,32,0.001933919,0.030354425,0
Small,05-15,2,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001933073,TRUE,32,0.001933919,-0.000437454,0
Small,05-15,1,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001938516,TRUE,32,0.001933919,0.002377039,0
Small,05-15,0,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001933052,TRUE,32,0.001933919,-0.000448312,0
Small,15-25,25,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.005892626,TRUE,32,0.001933919,2.046986973,0
Small,15-25,20,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.004669023,TRUE,32,0.001933919,1.414280536,0
Small,15-25,15,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.003536163,TRUE,32,0.001933919,0.828495919,0
Small,15-25,10,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.002675963,TRUE,32,0.001933919,0.383699628,0
Small,15-25,5,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.002134126,TRUE,32,0.001933919,0.103523984,0
Small,15-25,2,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001965107,TRUE,32,0.001933919,0.016126839,0
Small,15-25,1,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.00195028,TRUE,32,0.001933919,0.008460023,0
Small,15-25,0,ucseq_Drosophila_sim_WXD1_downSmpld.1,0.001933052,TRUE,32,0.001933919,-0.000448312,0
Small,00-05,60,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.004340112,TRUE,29,0.001933919,1.244205678,0
Small,00-05,50,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.003179809,TRUE,29,0.001933919,0.644230705,0
Small,00-05,40,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002785104,TRUE,29,0.001933919,0.440134773,0
Small,00-05,30,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002408902,TRUE,29,0.001933919,0.24560646,0
Small,00-05,25,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002445732,TRUE,29,0.001933919,0.264650691,0
Small,00-05,20,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002354193,TRUE,29,0.001933919,0.217317271,0
Small,00-05,15,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002323691,TRUE,29,0.001933919,0.201545153,0
Small,00-05,10,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002287538,TRUE,29,0.001933919,0.182850988,0
Small,00-05,5,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.00228041,TRUE,29,0.001933919,0.179165208,0
Small,00-05,2,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002287552,TRUE,29,0.001933919,0.182858227,0
Small,00-05,1,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002298141,TRUE,29,0.001933919,0.188333638,0
Small,00-05,0,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002286099,TRUE,29,0.001933919,0.182106903,0
Small,00-00,25,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.0022499,TRUE,29,0.001933919,0.163388953,0
Small,00-00,20,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002227678,TRUE,29,0.001933919,0.151898296,0
Small,00-00,15,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002252398,TRUE,29,0.001933919,0.16468063,0
Small,00-00,10,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002249147,TRUE,29,0.001933919,0.162999588,0
Small,00-00,5,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002269459,TRUE,29,0.001933919,0.173502613,0
Small,00-00,2,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002284402,TRUE,29,0.001933919,0.18122941,0
Small,00-00,1,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002297038,TRUE,29,0.001933919,0.187763293,0
Small,00-00,0,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002286125,TRUE,29,0.001933919,0.182120347,0
